All values are in atomic unit.



R(bohrs)  E_BO             7Li_ad	  6Li_ad	   H_ad	           D_ad	           T_ad	          7LiH_ad          6LiH_ad	   7LiD_ad	   6LiD_ad	   7LiT_ad	    6LiT_ad	 E_BO+7LiH_ad	 E_BO+6LiH_ad	 E_BO+7LiD_ad	 E_BO+6LiD_ad	 E_BO+7LiT_ad	 E_BO+6LiT_ad
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
14.0 	-7.97807376 	0.00060845 	0.00070972 	0.00027225 	0.00013619 	0.00009094 	0.00088069 	0.00098196 	0.00074464 	0.00084591 	0.00036319 	0.00022713 	-7.97719306 	-7.97709179 	-7.97732912 	-7.97722785 	-7.97771057 	-7.97784663 
14.5 	-7.97806985 	0.00060844 	0.00070971 	0.00027224 	0.00013619 	0.00009094 	0.00088068 	0.00098195 	0.00074463 	0.00084589 	0.00036318 	0.00022712 	-7.97718917 	-7.97708791 	-7.97732523 	-7.97722396 	-7.97770667 	-7.97784273 
15.0 	-7.97806702 	0.00060844 	0.00070970 	0.00027223 	0.00013618 	0.00009093 	0.00088066 	0.00098193 	0.00074462 	0.00084589 	0.00036316 	0.00022711 	-7.97718636 	-7.97708509 	-7.97732241 	-7.97722114 	-7.97770386 	-7.97783991 
15.5 	-7.97806517 	0.00060844 	0.00070971 	0.00027224 	0.00013619 	0.00009094 	0.00088068 	0.00098195 	0.00074463 	0.00084590 	0.00036317 	0.00022712 	-7.97718449 	-7.97708322 	-7.97732054 	-7.97721927 	-7.97770200 	-7.97783805 
16.0 	-7.97806385 	0.00060845 	0.00070972 	0.00027225 	0.00013619 	0.00009094 	0.00088069 	0.00098196 	0.00074464 	0.00084591 	0.00036319 	0.00022713 	-7.97718315 	-7.97708188 	-7.97731921 	-7.97721794 	-7.97770066 	-7.97783672 
16.5 	-7.97806281 	0.00060845 	0.00070972 	0.00027222 	0.00013618 	0.00009093 	0.00088067 	0.00098194 	0.00074463 	0.00084589 	0.00036315 	0.00022711 	-7.97718214 	-7.97708087 	-7.97731818 	-7.97721691 	-7.97769966 	-7.97783570 
17.0 	-7.97806210 	0.00060845 	0.00070971 	0.00027229 	0.00013621 	0.00009095 	0.00088074 	0.00098201 	0.00074466 	0.00084593 	0.00036324 	0.00022717 	-7.97718137 	-7.97708010 	-7.97731744 	-7.97721617 	-7.97769886 	-7.97783493 
17.5 	-7.97806154 	0.00060846 	0.00070973 	0.00027224 	0.00013619 	0.00009094 	0.00088070 	0.00098197 	0.00074464 	0.00084591 	0.00036318 	0.00022713 	-7.97718085 	-7.97707957 	-7.97731690 	-7.97721563 	-7.97769836 	-7.97783442 
18.0 	-7.97806105 	0.00060845 	0.00070973 	0.00027227 	0.00013620 	0.00009095 	0.00088072 	0.00098199 	0.00074466 	0.00084593 	0.00036321 	0.00022715 	-7.97718033 	-7.97707906 	-7.97731640 	-7.97721513 	-7.97769784 	-7.97783390 
19.0 	-7.97806034 	0.00060845 	0.00070972 	0.00027227 	0.00013620 	0.00009095 	0.00088072 	0.00098200 	0.00074466 	0.00084593 	0.00036322 	0.00022715 	-7.97717962 	-7.97707834 	-7.97731568 	-7.97721441 	-7.97769712 	-7.97783319 
20.0 	-7.97806000 	0.00060845 	0.00070973 	0.00027230 	0.00013622 	0.00009096 	0.00088075 	0.00098202 	0.00074467 	0.00084594 	0.00036325 	0.00022717 	-7.97717925 	-7.97707798 	-7.97731533 	-7.97721406 	-7.97769675 	-7.97783283 
21.0 	-7.97805976 	0.00060844 	0.00070971 	0.00027228 	0.00013621 	0.00009095 	0.00088072 	0.00098199 	0.00074465 	0.00084592 	0.00036323 	0.00022716 	-7.97717904 	-7.97707777 	-7.97731511 	-7.97721384 	-7.97769653 	-7.97783260 
22.0 	-7.97805958 	0.00060844 	0.00070971 	0.00027230 	0.00013622 	0.00009096 	0.00088075 	0.00098202 	0.00074466 	0.00084593 	0.00036326 	0.00022718 	-7.97717883 	-7.97707756 	-7.97731491 	-7.97721365 	-7.97769632 	-7.97783240 
23.0 	-7.97805946 	0.00060845 	0.00070973 	0.00027223 	0.00013618 	0.00009093 	0.00088069 	0.00098196 	0.00074464 	0.00084591 	0.00036317 	0.00022712 	-7.97717878 	-7.97707751 	-7.97731483 	-7.97721355 	-7.97769630 	-7.97783235 
24.0 	-7.97805938 	0.00060846 	0.00070973 	0.00027233 	0.00013623 	0.00009097 	0.00088079 	0.00098206 	0.00074469 	0.00084596 	0.00036330 	0.00022720 	-7.97717859 	-7.97707732 	-7.97731469 	-7.97721342 	-7.97769608 	-7.97783218 
25.0 	-7.97805927 	0.00060845 	0.00070972 	0.00027237 	0.00013625 	0.00009098 	0.00088082 	0.00098209 	0.00074471 	0.00084598 	0.00036335 	0.00022723 	-7.97717845 	-7.97707718 	-7.97731457 	-7.97721330 	-7.97769592 	-7.97783204 
26.0 	-7.97805923 	0.00060846 	0.00070973 	0.00027226 	0.00013620 	0.00009095 	0.00088072 	0.00098199 	0.00074466 	0.00084593 	0.00036321 	0.00022715 	-7.97717851 	-7.97707723 	-7.97731457 	-7.97721330 	-7.97769602 	-7.97783208 
27.0 	-7.97805920 	0.00060844 	0.00070971 	0.00027229 	0.00013621 	0.00009096 	0.00088074 	0.00098201 	0.00074466 	0.00084593 	0.00036325 	0.00022717 	-7.97717846 	-7.97707719 	-7.97731454 	-7.97721327 	-7.97769595 	-7.97783203 
28.0 	-7.97805918 	0.00060845 	0.00070972 	0.00027232 	0.00013623 	0.00009096 	0.00088076 	0.00098203 	0.00074467 	0.00084594 	0.00036328 	0.00022719 	-7.97717841 	-7.97707714 	-7.97731450 	-7.97721323 	-7.97769590 	-7.97783199 
29.0 	-7.97805916 	0.00060845 	0.00070972 	0.00027223 	0.00013618 	0.00009093 	0.00088068 	0.00098195 	0.00074463 	0.00084590 	0.00098203 	0.00022712 	-7.97717848 	-7.97707721 	-7.97731453 	-7.97721326 	-7.97769600 	-7.97783204 
30.0 	-7.97805915 	0.00060844 	0.00070970 	0.00027231 	0.00013622 	0.00009096 	0.00088075 	0.00098202      0.00074466 	0.00084593 	0.00036327 	0.00022718 	-7.97717840 	-7.97707713 	-7.97731449 	-7.97721322 	-7.97769587 	-7.97783196 
40.0 	-7.97805909 	0.00060844 	0.00070971 	0.00027233 	0.00013623 	0.00009097 	0.00088077 	0.00098204 	0.00074467 	0.00084594 	0.00036330 	0.00022720 	-7.97717832 	-7.97707705 	-7.97731442 	-7.97721315 	-7.97769579 	-7.97783189 
